8.064516129032273106e-02,2.413419913419914131e+00
1.008064516129032473e-01,2.386363636363637131e+00
1.209677419354839856e-01,2.359307359307360130e+00
1.411290322580645018e-01,2.332251082251082686e+00
1.411290322580645018e-01,2.305194805194805685e+00
1.814516129032257563e-01,2.251082251082251684e+00
2.016129032258064946e-01,2.196969696969697683e+00
2.016129032258064946e-01,2.169913419913420682e+00
2.217741935483872329e-01,2.142857142857143682e+00
2.217741935483872329e-01,2.115800865800866237e+00
2.419354838709677491e-01,2.088744588744589237e+00
2.620967741935484874e-01,2.061688311688312236e+00
2.822580645161290036e-01,2.034632034632035236e+00
3.024193548387097419e-01,2.007575757575758235e+00
3.024193548387097419e-01,1.980519480519481235e+00
3.225806451612904802e-01,1.953463203463204234e+00
3.427419354838709964e-01,1.926406926406926789e+00
3.427419354838709964e-01,1.899350649350649789e+00
3.629032258064517347e-01,1.872294372294372788e+00
3.830645161290322509e-01,1.845238095238095788e+00
4.233870967741935054e-01,1.818181818181818787e+00
4.435483870967740216e-01,1.791125541125541787e+00
4.637096774193549820e-01,1.791125541125541787e+00
4.838709677419354982e-01,1.791125541125541787e+00
5.040322580645160144e-01,1.791125541125541787e+00
5.443548387096774910e-01,1.737012987012987786e+00
5.645161290322580072e-01,1.737012987012987786e+00
5.846774193548389675e-01,1.709956709956710341e+00
6.048387096774194838e-01,1.682900432900433341e+00
6.653225806451614766e-01,1.601731601731602339e+00
6.854838709677419928e-01,1.601731601731602339e+00
7.056451612903225090e-01,1.574675324675325339e+00
7.258064516129034693e-01,1.547619047619048338e+00
7.661290322580645018e-01,1.547619047619048338e+00
7.862903225806450180e-01,1.520562770562770893e+00
8.064516129032259784e-01,1.520562770562770893e+00
8.467741935483870108e-01,1.466450216450216892e+00
8.669354838709679711e-01,1.466450216450216892e+00
8.870967741935484874e-01,1.439393939393939892e+00
9.072580645161290036e-01,1.439393939393939892e+00
9.274193548387095198e-01,1.412337662337662891e+00
9.677419354838709964e-01,1.412337662337662891e+00
9.879032258064515126e-01,1.385281385281385891e+00
1.028225806451612989e+00,1.331168831168831890e+00
1.088709677419354982e+00,1.304112554112554445e+00
1.108870967741935498e+00,1.277056277056277445e+00
1.129032258064516014e+00,1.277056277056277445e+00
1.169354838709677491e+00,1.250000000000000444e+00
1.229838709677419484e+00,1.195887445887446443e+00
1.290322580645161477e+00,1.168831168831169443e+00
1.310483870967741993e+00,1.168831168831169443e+00
1.350806451612903025e+00,1.141774891774892442e+00
1.391129032258064502e+00,1.114718614718614997e+00
1.411290322580645018e+00,1.114718614718614997e+00
1.471774193548387011e+00,1.060606060606060996e+00
